task_id,domain,source_file,n_tool_calls_annotated,n_dependency_layers_graph,dependency_graph_path,has_persistent_write,write_tools_found,has_high_risk_write,evaluator_available,c1_min_tool_calls,c2_min_3_dep_layers,c3_has_persistent_write,c4_has_high_risk_write,c5_evaluator_available,included,exclusion_reasons
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_910b1ceebd001477.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[mms_issue]bad_network_preference[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9aee1b50e8770624.json,True,set_network_mode_preference,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_f9248127d21b322b.json,True,toggle_wifi_calling,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_apn_mms_setting[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_3fd474e82d6d12b3.json,True,reset_apn_settings|reboot_device,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d20f86e4cd80f6be.json,True,grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_b50528944074336d.json,True,grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_both_permissions[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_cb2a3ffc02e2c352.json,True,grant_app_permission|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]airplane_mode_on|bad_network_preference[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6562a866a35b4bb1.json,True,toggle_airplane_mode|set_network_mode_preference,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_0dfe3dccb6c72d0a.json,True,toggle_airplane_mode|toggle_wifi_calling,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]airplane_mode_on|break_app_sms_permission[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_7131ca8cf1ea2bba.json,True,toggle_airplane_mode|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9d9932c714a33d00.json,True,toggle_airplane_mode|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_2009a774b88ea92c.json,True,set_network_mode_preference|reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d122d26317342cc0.json,True,toggle_wifi_calling|reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9e0430047ecfaf0a.json,True,grant_app_permission|reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_4f95531a7d8d93cf.json,True,grant_app_permission|reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|data_mode_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_57c72d0643efb547.json,True,set_network_mode_preference|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|data_mode_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_576ee8c4c54bd669.json,True,toggle_wifi_calling|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d400fb71bd55b998.json,True,grant_app_permission|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission|data_mode_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_cdea31110fbf4bf6.json,True,grant_app_permission|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|data_usage_exceeded[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_f41fc02c380518b7.json,True,set_network_mode_preference|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_ae1f56e5fe84f8c9.json,True,toggle_wifi_calling|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission|data_usage_exceeded[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9669bc0458d79f3c.json,True,grant_app_permission|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_7b7daa05e4287bce.json,True,grant_app_permission|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_4983620729394a30.json,True,set_network_mode_preference|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_ffe0aa06688c10d4.json,True,toggle_wifi_calling|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d66e1dfd0aa4005b.json,True,grant_app_permission|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_197099feed8f73fd.json,True,grant_app_permission|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_fadad161195d7479.json,True,set_network_mode_preference|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_a4d6506fbd9a3931.json,True,toggle_wifi_calling|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_60f9490a9a619ec2.json,True,grant_app_permission|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d7801e154cf32971.json,True,grant_app_permission|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|bad_wifi_calling[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_98b5441db7a7695e.json,True,set_network_mode_preference|toggle_wifi_calling,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|break_app_sms_permission[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_dae1dff798f83ef7.json,True,set_network_mode_preference|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_network_preference|break_app_storage_permission[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6d9ac6d136383106.json,True,set_network_mode_preference|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_e0b1ee0d65be2c52.json,True,toggle_wifi_calling|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_f7a2e3008a80f345.json,True,toggle_wifi_calling|grant_app_permission,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
